route_id,direction,stop_name,latitude,longitude
962,HEEN,Meerskant,51.000007,3.531922
962,HEEN,Everparkstraat,51.110909,3.72292
962,HEEN,Azaleastraat,51.117009,3.705062
962,HEEN,Molenhoek,51.1042,3.673234
962,HEEN,Ledelaan,51.121524,3.664337
962,HEEN,Korenveld,51.134168,3.688088
962,HEEN,Volpenswege,51.151835,3.693658
962,HEEN,Wijk Tervenen,51.170221,3.696261
962,HEEN,Warande,51.168592,3.709707
962,HEEN,Tervenenwegel,51.174011,3.722456
962,HEEN,Biezenwijk,51.183975,3.742293
962,HEEN,Frans Halslaan,51.17538,3.741008
962,HEEN,Merelstraat,51.172587,3.761597
962,HEEN,Wittemoer,51.145035,3.651427
962,HEEN,Veldhoek,51.155032,3.687113
962,HEEN,Home Den Dries,51.112074,3.713482
962,HEEN,Hof Ter Linden,51.112027,3.719246
962,HEEN,Walgracht,51.137626,3.746446
962,HEEN,Meerbeke,51.12752,3.695871
962,HEEN,Bezoekstraat,51.114698,3.699728
962,HEEN,Wulgestraat,51.135645,3.766508
962,HEEN,Sporthal Hoge Wal,51.17128,3.73756
962,HEEN,Zevekotestraat,51.110753,3.6677
962,HEEN,Industriezone De Nest,51.132203,3.74256
962,HEEN,Cijnsstraat / Heidestraat,51.070806,3.433741
962,HEEN,Voordestraat,51.117673,3.619895
962,HEEN,Schare,51.252348,3.660189
962,HEEN,Paddenhoek,51.010979,3.638107
962,HEEN,Overmeerspark,51.003636,3.620988
962,HEEN,Bernt,51.124189,3.67764
962,HEEN,Dorp,51.108603,3.708166
962,HEEN,Kromveldstraatje,51.113766,3.692584
962,HEEN,Asschoutstraatje,51.11699,3.686454
962,HEEN,Wurmstraat,51.121998,3.676941
962,HEEN,Kerkhof,51.127788,3.678756
962,HEEN,Dorp,51.131238,3.678796
962,HEEN,Klooster,51.13759,3.679345
962,HEEN,Hooiwege,51.143924,3.673885
962,HEEN,Station,51.125702,3.666053
962,HEEN,Meistraat,51.122585,3.655611
962,HEEN,Eeksken,51.128731,3.646755
962,HEEN,Daasdonk,51.141633,3.647737
962,HEEN,Arisdonk,51.145547,3.624613
962,HEEN,Molenstraat,51.149051,3.617927
962,HEEN,Kouterweg,51.151284,3.613485
962,HEEN,Kerk,51.152049,3.605254
962,HEEN,Schoolstraat,51.154173,3.59938
962,HEEN,Het Leen,51.17279,3.583193
962,HEEN,Oude Gentweg,51.175623,3.580172
962,HEEN,Eikelstraat,51.187938,3.559335
962,HEEN,Brugsesteenweg,51.190752,3.552818
962,HEEN,Blakstraat,51.192073,3.547328
962,HEEN,Kerk,51.204346,3.516667
962,HEEN,Dr. Herreboutlaan,51.206039,3.510562
962,HEEN,Root,51.20551,3.501011
962,HEEN,Dorp,51.204493,3.488737
962,HEEN,Station,51.205026,3.447985
962,HEEN,Markt perron 1,51.208765,3.445931
962,HEEN,Reesinghelaan,51.208045,3.437639
962,HEEN,Oude Kasteeldreef,51.208182,3.428555
962,HEEN,Zandhoogte,51.207123,3.41214
962,HEEN,Barbaraweg,51.20586,3.393049
962,HEEN,Veilige Have,51.08072,3.450867
962,HEEN,Stringenwegel,51.148521,3.673645
962,HEEN,Wellingstraat,51.152595,3.674979
962,HEEN,Singeldreef,51.160155,3.669136
962,HEEN,Vierhuizen,51.166966,3.66461
